1594600208,1417039
1594600208,1362738
1594600208,1376698
1594600208,1354218
1594600208,1370628
1594600208,1397629
1594600208,1623204
1594600208,2000642
1594600208,1926169
1594600208,2246586
1594600208,2253926
1594600208,2272877
1594600208,2251057
1594600210,1934453
1594600210,2247159
1594600210,2495982
1594600210,2626139
1594600210,2182596
1594600210,1916522
1594600210,3088334
1594600210,2068220
1594600210,2113292
1594600210,2102951
1594600210,2113702
1594600211,1862101
1594600211,1858022
1594600211,2044825
1594600211,1976313
1594600211,2051314
1594600211,1884002
1594600211,2022874
1594600211,2219158
1594600211,2252508
1594600211,1989704
1594600211,2220818
1594600211,1856921
1594600211,2140206
1594600212,1788668
1594600212,1867789
1594600212,1898030
1594600212,1859410
1594600212,1785448
1594600212,1795688
1594600212,1876409
1594600212,1859440
1594600212,2063503
1594600212,1915150
1594600212,2209984
1594600212,1961681
1594600212,1969421
1594600212,1987181
1594600212,2178075
1594600213,1969459
1594600213,2170013
1594600213,1991638
1594600213,1957458
1594600213,1865876
1594600213,2104581
1594600213,1950208
1594600213,1915687
1594600213,1916207
1594600213,2032000
1594600213,2072511
1594600213,1928037
1594600213,3299961
1594600214,2617476
1594600214,2093197
1594600214,2276856
1594600214,2308457
1594600214,1976457
1594600214,2435746
1594600214,2312437
1594600214,22859388
1594600214,2132147
1594600214,2250357
1594600214,1955698
1594600214,6204491
1594600215,2020240
1594600215,2190644
1594600215,2188234
1594600215,2300227
1594600215,2341568
1594600215,2075502
1594600215,2030900
1594600215,2189595
1594600215,2182984
1594600215,1946198
1594600215,1989029
1594600215,2253886
1594600215,2253446
1594600215,2240205
1594600215,1994375
1594600215,1946283
1594600215,2084589
1594600215,2185573
1594600215,1982404
1594600215,2535838
1594600228,2043113
1594600228,2120923
1594600228,1984711
1594600228,1988202
1594600228,2065342
1594600228,1970842
1594600228,1989552
1594600228,2334796
1594600228,2176204
1594600228,2269076
1594600228,2000652
1594600228,1990792
1594600228,1970911
1594600228,1907211
1594600228,9480175
1594600228,1917241
1594600228,1938742
1594600228,1949992
1594600228,1995082
1594600228,2709280
1594600230,1387709
1594600230,1988859
1594600230,2059969
1594600230,2057899
1594600230,1994949
1594600230,2123939
1594600230,2048799
1594600230,2111889
1594600230,2140939
1594600230,2220599
1594600230,2173469
1594600230,2166219
1594600230,2188478
1594600230,2018549
1594600230,2294529
1594600230,1920189
1594600230,1986319
1594600230,2057719
1594600230,2107899
1594600231,2241299
1594600231,41369820
1594600231,2370038
1594600231,1943899
1594600231,2084108
1594600231,1966789
1594600231,1850779
1594600231,1867209
1594600231,2061069
1594600231,1914909
1594600231,13174694
1594600231,2084299
1594600231,2105309
1594600231,2337349
1594600231,2494679
1594600231,4629708
1594600232,1825587
1594600232,2063468
1594600232,1925888
1594600232,2295609
1594600232,2221738
1594600232,2085898
1594600232,2162598
1594600232,2074188
1594600232,2088128
1594600232,2162239
1594600232,1913727
1594600232,1739257
1594600232,2145528
1594600232,6843836
1594600232,2009158
1594600232,2144898
1594600232,2128578
1594600232,1955108
1594600232,1968268
1594600232,2102228
1594600232,16812375
1594600232,2102318
1594600232,1937898
1594600232,1965498
1594600232,1812277
1594600232,2105788
1594600232,36395410
1594600232,1974188
1594600232,1883838
1594600236,2350679
1594600236,2178708
1594600236,2116278
1594600236,2011148
1594600236,2054137
1594600236,2024798
1594600236,1958818
1594600236,2446939
1594600236,11102960
1594600239,2009725
1594600239,1920165
1594600239,1973315
1594600239,1979445
1594600239,1881014
1594600239,1849365
1594600239,1935045
1594600239,1878625
1594600239,1800854
1594600239,1849154
1594600239,1920705
1594600239,2044326
1594600239,1844005
1594600239,2161196
1594600239,2145886
1594600239,2111325
1594600239,2371096
1594600239,2260065
1594600239,4614723
1594600239,2402556
1594600239,2074646
1594600239,2034956
1594600239,2154845
1594600239,2124995
1594600239,2127235
1594600239,2990578
1594600239,2115536
1594600240,1831060
1594600240,2809665
1594600240,1824350
1594600240,1866501
1594600240,1869560
1594600240,1919520
1594600240,1881841
1594600240,1889631
1594600240,1868300
1594600240,1866110
1594600240,1882350
1594600240,2013541
1594600240,2076791
1594600240,2249703
1594600240,2183312
1594600240,3037917
1594600240,2205301
1594600240,2170472
1594600240,2168132
1594600240,2170682
1594600240,2027471
1594600240,6200894
1594600240,1971790
1594600240,2081562
1594600240,2093231
1594600240,2043231
1594600240,2408143
1594600240,2421234
1594600240,2211932
1594600240,2184291
1594600240,13561174
1594600240,2817665
1594600240,2492034
1594600240,2585974
1594600240,2473094
1594600240,2097232
1594600240,2410813
1594600240,8489457
1594600240,2275062
1594600240,2520283
1594600240,13086212
1594600241,2203627
1594600241,2488577
1594600241,1950731
1594600241,1963672
1594600241,1960491
1594600241,1964501
1594600241,2222157
1594600241,2375697
1594600241,2304087
1594600241,2412787
1594600241,2460907
1594600241,13643119
1594600241,2458887
1594600241,2409047
1594600241,2316362
1594600241,2068121
1594600241,2190481
1594600241,2121321
1594600241,3100883
1594600241,2193812
1594600241,2371602
1594600241,2327812
1594600241,2588682
1594600241,2201697
1594600241,2442607
1594600241,22636054
1594600241,2245527
1594600241,1975501
1594600241,8070906
1594600241,2584967
1594600241,2111512
1594600241,2388097
1594600241,2188226
1594600241,2308166
1594600241,36513014
1594600241,2259607
1594600241,19079885
1594600241,2202441
1594600241,2083471
1594600241,2280562
1594600241,2411302
1594600241,2220562
1594600241,2187342
1594600241,2225692
1594600241,2194277
1594600241,53510623
1594600241,2166456
1594600241,2190137
1594600241,2120586
1594600241,2234522
1594600241,2493752
1594600241,2510422
1594600241,29071942
1594600241,2481652
1594600241,2461902
1594600241,2150112
1594600241,2314812
1594600241,2154352
1594600241,22467057
1594600249,1338720
1594600249,1392580
1594600249,1354220
1594600249,1357420
1594600249,1377690
1594600249,1472409
1594600249,1618260
1594600249,1526100
1594600249,2014390
1594600249,1345339
1594600249,1449780
1594600249,1426050
1594600249,1863590
1594600249,2139909
1594600249,2207950
1594600249,2238770
1594600249,2086529
1594600249,2355250
1594600249,2206510
1594600249,2163949
1594600249,2375620
1594600249,2528499
1594600249,2129280
1594600249,1453550
1594600252,2003490
1594600252,1982090
1594600252,1924820
1594600252,1907870
1594600252,2126970
1594600252,2116340
1594600252,2137140
1594600252,2118680
1594600252,2142250
1594600252,1996991
1594600252,1838510
1594600252,1398750
1594600252,1530150
1594600252,1585610
1594600252,1685480
1594600252,2491540
1594600252,2276690
1594600252,1601850
1594600252,1799110
1594600252,2150970
1594600252,2033180
1594600252,2242220
1594600252,2141160
1594600252,2245961
1594600252,2425490
1594600252,2183290
1594600252,2174091
1594600252,2314080
1594600252,2278050
1594600252,2283400
1594600252,2172030
1594600252,2162540
1594600252,1948400
1594600252,2142750
1594600252,2001590
1594600252,3729490
1594600252,2220120
1594600254,1901817
1594600254,1979528
1594600254,1924457
1594600254,1991199
1594600254,1946608
1594600254,2256585
1594600254,2180204
1594600254,2158973
1594600254,2156013
1594600254,2176614
1594600254,2267405
1594600254,2244025
1594600254,2066541
1594600255,2221174
1594600255,2266676
1594600255,2193864
1594600255,2276496
1594600255,2315596
1594600255,2096152
1594600255,2219034
1594600255,3238180
1594600255,1908277
1594600255,1996378
1594600255,1986369
1594600255,1917877
1594600255,1928367
1594600255,1917057
1594600255,1977798
1594600255,5543126
1594600255,1889416
1594600255,1972528
1594600255,1953668
1594600255,7114813
1594600255,1987599
1594600255,2107732
1594600255,2007040
1594600255,1936847
1594600255,6900449
1594600255,2019520
1594600257,1752694
1594600257,1433793
1594600257,1598884
1594600257,1806434
1594600257,1683884
1594600257,1430263
1594600257,2202505
1594600257,2212915
1594600257,2456826
1594600257,2147265
1594600257,2348705
1594600257,2339325
1594600257,2312655
1594600257,1943704
1594600257,1710264
1594600257,1379103
1594600257,1410813
1594600257,1339212
1594600257,2032234
1594600257,2069274
1594600257,2221184
1594600257,2420635
1594600257,2217185
1594600257,2115875
1594600257,2086074
1594600257,2169915
1594600257,2093734
1594600257,2140165
1594600257,1912944
1594600257,1792774
1594600257,1615704
1594600259,1484877
1594600259,1359134
1594600259,1384834
1594600259,1369065
1594600259,1406865
1594600259,1379374
1594600259,1707093
1594600259,1994860
1594600259,1953349
1594600259,1966029
1594600259,1997640
1594600259,1964039
1594600259,1896877
1594600259,2152194
1594600259,2141294
1594600259,2174855
1594600259,2125483
1594600259,1911638
1594600259,1997810
1594600259,2406311
1594600259,1970879
1594600259,2212306
1594600259,1959069
1594600259,1991180
1594600259,2089722
1594600259,12718519
1594600259,2511374
1594600259,4434812
1594600259,1894788
1594600259,1890017
1594600259,1963530
1594600259,1869917
1594600259,1914188
1594600259,1988220
1594600261,1708501
1594600261,1399869
1594600261,1427950
1594600261,1342567
1594600261,1528824
1594600261,1439981
1594600261,1435921
1594600261,1752342
1594600261,1486082
1594600261,1753122
1594600261,2049812
1594600261,2162567
1594600261,2088494
1594600261,2065293
1594600261,2263710
1594600261,2010981
1594600261,2151086
1594600261,1943209
1594600261,2228739
1594600261,2174908
1594600261,2349163
1594600261,2290711
1594600261,2262170
1594600263,2152094
1594600263,2192564
1594600263,1931364
1594600263,2238284
1594600263,2198704
1594600263,2066373
1594600263,2052043
1594600263,2010594
1594600263,1977893
1594600263,2005204
1594600263,2132964
1594600263,2121864
1594600263,1969573
1594600263,2160414
1594600263,2005994
1594600263,1927753
1594600263,2215754
1594600263,2153784
1594600263,2240763
1594600263,2214154
1594600263,2104023
1594600263,2098454
1594600263,2095344
1594600263,2323764
1594600263,1997313
1594600263,7187042
1594600263,32750095
1594600266,1991747
1594600266,1997866
1594600266,1937275
1594600266,2121900
1594600266,2335855
1594600266,2235772
1594600266,2133710
1594600266,2018367
1594600266,2417907
1594600266,3968953
1594600266,2087408
1594600266,2111989
1594600266,5549780
1594600266,2018767
1594600266,2141060
1594600266,2125020
1594600266,1896944
1594600266,2171951
1594600266,2130460
1594600266,1823783
1594600266,2077198
1594600266,2130490
1594600266,2093589
1594600266,2078979
1594600266,6679926
1594600266,1973137
1594600266,2099089
1594600266,2121210
1594600266,9854100
1594600266,2125370
1594600266,2120740
1594600266,2097239
1594600266,2011767
1594600266,1985797
1594600266,2084618
1594600266,1996317
1594600266,1927965
1594600266,1937075
1594600266,1899975
1594600266,12560875
1594600269,1486725
1594600269,1361492
1594600269,1526266
1594600269,1371793
1594600269,1418093
1594600269,1518705
1594600269,1374632
1594600269,1399583
1594600269,1671130
1594600269,2118579
1594600269,2025467
1594600269,2144021
1594600269,2118630
1594600269,1924625
1594600269,1926405
1594600269,2006857
1594600269,1981956
1594600269,1839513
1594600269,2103129
1594600269,2102790
1594600269,1905925
1594600269,1914215
1594600269,1991896
1594600269,2001156
1594600269,2842837
1594600269,1929505
1594600269,2100380
1594600269,2233383
1594600269,2076818
1594600269,2619101
1594600269,2170831
1594600269,2361735
1594600277,2104308
1594600277,1939906
1594600277,2008537
1594600277,2318102
1594600277,2350552
1594600277,2004607
1594600277,2062758
1594600277,1990797
1594600277,2017657
1594600277,4108515
1594600277,1883846
1594600277,2024697
1594600277,1952866
1594600277,1964707
1594600277,1973736
1594600277,2010947
1594600277,1987407
1594600277,1993477
1594600277,34902062
1594600277,1996958
1594600277,1999937
1594600277,2384683
1594600277,2452643
1594600277,2326391
1594600277,10546552
1594600277,2273391
1594600277,2179445
1594600277,2159024
1594600277,2144114
1594600277,2030210
1594600277,2300291
1594600277,2152649
1594600277,2199600
1594600277,2299691
1594600277,2182386
1594600277,3006534
1594600277,2127578
1594600277,2520705
1594600277,2173884
1594600277,2110072
1594600277,2100852
1594600277,2046851
1594600277,2038330
1594600277,5003688
1594600277,1949798
1594600277,2230400
1594600277,2288801
1594600277,2404103
1594600277,9565260
1594600277,1946757
1594600277,2293411
1594600277,2007437
1594600277,6038162
1594600277,2209210
1594600277,1943877
1594600277,2165000
1594600277,1924646
1594600277,2036247
1594600277,1936846
1594600277,1862634
1594600277,2276811
1594600277,2241081
1594600277,2258330
1594600277,2180800
1594600277,5146400
1594600277,2126189
1594600277,2362532
1594600277,3064636
1594600277,2241778
1594600277,1934307
1594600277,1924687
1594600277,2623281
1594600277,1987379
1594600277,2161455
1594600277,2259918
1594600277,2166655
1594600277,33159094
1594600277,1962718
1594600277,2307719
1594600277,2017719
1594600277,27000122
1594600277,2393823
1594600277,2092202
1594600277,2103523
1594600277,1840854
1594600277,1875185
1594600277,1775251
1594600277,1706138
1594600277,1947239
1594600277,1896866
1594600277,1897167
1594600277,1879365
1594600277,2363458
1594600277,2769247
1594600277,2391639
1594600277,2183460
1594600277,2196990
1594600277,2234171
1594600277,2257763
1594600277,2038124
1594600277,2005572
1594600277,2024063
1594600277,11982907
1594600277,1950659
1594600277,1935658
1594600278,2506824
1594600278,2284404
1594600278,2386669
1594600278,2113986
1594600278,7122955
1594600278,2656321
1594600278,2562054
1594600278,2503881
1594600278,2363335
1594600278,2700560
1594600278,6020455
1594600278,2607746
1594600278,1941076
1594600278,3951015
1594600278,1646684
1594600278,1982608
1594600278,1617802
1594600278,35285289
1594600279,1894108
1594600279,1989911
1594600279,1994032
1594600279,2037244
1594600279,2014892
1594600279,1947950
1594600279,2136298
1594600279,2151137
1594600279,1946110
1594600279,2120867
1594600279,1939160
1594600279,2024922
1594600279,3944962
1594600279,2102036
1594600280,2137427
1594600280,1991449
1594600280,2126077
1594600280,2055714
1594600280,2216151
1594600280,2201480
1594600280,2192689
1594600280,2176319
1594600280,2138205
1594600280,12657018
1594600280,2047392
1594600280,2204861
1594600280,2000480
1594600280,2009160
1594600280,2025780
1594600280,35068397
1594600280,32865433
1594600280,2049052
1594600284,2220030
1594600285,2105386
1594600285,2142708
1594600285,2249112
1594600285,2056985
1594600285,2097506
1594600285,3268888
1594600285,2134437
1594600285,2456939
1594600285,2325452
1594600285,2445546
1594600285,2450696
1594600285,7157248
1594600285,2746019
1594600285,2231648
1594600285,2106234
1594600285,5586557
1594600285,2148405
1594600286,1925131
1594600286,1937401
1594600286,2150541
1594600286,1900890
1594600286,2011631
1594600286,2122961
1594600286,2045421
1594600286,1983301
1594600286,2205401
1594600286,2244301
1594600286,2019571
1594600286,2167820
1594600286,2063360
1594600286,2088991
1594600286,2069521
1594600286,2047751
1594600286,2411651
1594600286,2552231
1594600286,2069950
1594600286,2123861
1594600286,2247711
1594600286,2291731
1594600286,2087311
1594600286,2298771
1594600289,1822965
1594600289,1990093
1594600289,1932160
1594600289,1844957
1594600289,2288937
1594600289,2231644
1594600289,2150640
1594600289,2141200
1594600289,2338699
1594600289,4170535
1594600289,2242745
1594600289,2341629
1594600289,2066387
1594600289,2134440
1594600289,2095628
1594600289,2138480
1594600289,2070946
1594600289,1917429
1594600289,2083257
1594600289,2019135
1594600289,1963102
1594600289,2122289
1594600289,34769424
1594600289,2128289
1594600289,2123870
1594600289,2125629
1594600289,2029315
1594600289,2118199
1594600289,2230235
1594600289,23100338
1594600289,2179412
1594600291,2304934
1594600291,2674173
1594600291,2499889
1594600291,2374566
1594600291,2163670
1594600291,2024878
1594600291,2288483
1594600291,2534580
1594600291,2402137
1594600291,2352135
1594600291,4939526
1594600291,2533410
1594600291,2281084
1594600291,2286614
1594600291,2438127
1594600291,2325395
1594600291,9039333
1594600291,1913965
1594600291,1989516
1594600291,1964306
1594600291,1995357
1594600291,1995417
1594600291,1866634
1594600291,2106909
1594600291,2105929
1594600291,2091709
1594600291,8619112
1594600291,1918455
1594600291,2032628
1594600291,2107419
1594600291,2067059
1594600291,1859924
1594600291,1926955
1594600291,1866894
1594600291,1979066
1594600291,7160218
1594600291,2107280
1594600291,3710047
1594600291,2396337
1594600291,2708863
1594600291,2115070
1594600291,2133780
1594600291,2188502
1594600291,6515673
1594600291,2444257
1594600300,1995712
1594600300,2022173
1594600300,1955001
1594600300,1919220
1594600300,1905050
1594600300,1871318
1594600300,1876499
1594600300,1870169
1594600300,1967461
1594600300,2133024
1594600300,2173266
1594600300,1936950
1594600300,1981531
1594600300,1999101
1594600300,1958981
1594600300,2024312
1594600300,2151795
1594600300,2112574
1594600300,2539213
1594600300,2364559
1594600300,2545193
1594600300,2147475
1594600300,5603457
1594600300,2085884
1594600300,2072824
1594600300,2105114
1594600300,2098414
1594600300,6038117
1594600301,2029991
1594600301,1962149
1594600301,1739144
1594600301,1698742
1594600301,1560179
1594600301,1811786
1594600301,1797535
1594600301,1901708
1594600301,1937909
1594600301,2138504
1594600301,2061472
1594600301,2050452
1594600301,2192885
